username,requested_knn_neighbors,k,avg_ndcg_at_k,std_ndcg_at_k,avg_precision_at_k,std_precision_at_k,avg_mrr_at_k,std_mrr_at_k,avg_relevant_hits_at_k,avg_strong_hits_at_k,avg_test_relevant,avg_test_strong_relevant,valid_runs,score_count,avg_train_count,avg_actual_knn_neighbors,min_actual_knn_neighbors,max_actual_knn_neighbors
Siipn,150,5,0.21888183568781724,0.24838816205811995,0.30400000000000005,0.28352756265992696,0.37016666666666664,0.3336218868897794,1.52,1.03,87.15,16.15,100,448,336.0,150.0,150,150
Siipn,50,5,0.21531781854380885,0.2518600857218129,0.278,0.2572504184209965,0.3531666666666667,0.34144749478466674,1.39,1.03,87.15,16.15,100,448,336.0,50.0,50,50
MarnikBe,50,5,0.21250329931319734,0.18786029244892286,0.18600000000000003,0.1589231438669826,0.4718333333333333,0.4412174197012301,0.93,0.93,32.63,17.87,100,163,122.0,50.0,50,50
LocNguyen,150,5,0.2109821445629669,0.18829974629614543,0.196,0.17518821047921318,0.5123333333333333,0.4311237371888454,0.98,0.76,60.88,33.29,100,572,421.0,150.0,150,150
LoyJoy,50,5,0.19981703610883447,0.161067958819018,0.252,0.19200168349430297,0.4443333333333333,0.33616824791923905,1.26,0.85,27.61,15.48,100,231,173.0,50.0,50,50
alfalfy,150,5,0.16663470771349398,0.15359037683321775,0.196,0.15036655549057776,0.3746666666666667,0.37452161780032867,0.98,0.77,35.49,19.37,100,161,121.0,121.0,121,121
alfalfy,200,5,0.16663470771349398,0.15359037683321775,0.196,0.15036655549057776,0.3746666666666667,0.37452161780032867,0.98,0.77,35.49,19.37,100,161,121.0,121.0,121,121
alfalfy,250,5,0.16663470771349398,0.15359037683321775,0.196,0.15036655549057776,0.3746666666666667,0.37452161780032867,0.98,0.77,35.49,19.37,100,161,121.0,121.0,121,121
alfalfy,300,5,0.16663470771349398,0.15359037683321775,0.196,0.15036655549057776,0.3746666666666667,0.37452161780032867,0.98,0.77,35.49,19.37,100,161,121.0,121.0,121,121
alfalfy,100,5,0.16607294564681646,0.152899975685439,0.192,0.14749079752152452,0.38833333333333336,0.37523281213090004,0.96,0.75,35.49,19.37,100,161,121.0,100.0,100,100
alfalfy,50,5,0.1506030189722229,0.15230225538492598,0.17,0.1403458930534474,0.40700000000000003,0.39896878859892576,0.85,0.65,35.49,19.37,100,161,121.0,50.0,50,50
Kutu_Mastor,200,5,0.14179362185410882,0.11656207520160639,0.20400000000000001,0.13920408678547405,0.2915,0.27068204787863387,1.02,0.75,41.19,21.31,100,237,178.0,178.0,178,178
Kutu_Mastor,250,5,0.14179362185410882,0.11656207520160639,0.20400000000000001,0.13920408678547405,0.2915,0.27068204787863387,1.02,0.75,41.19,21.31,100,237,178.0,178.0,178,178
Kutu_Mastor,300,5,0.14179362185410882,0.11656207520160639,0.20400000000000001,0.13920408678547405,0.2915,0.27068204787863387,1.02,0.75,41.19,21.31,100,237,178.0,178.0,178,178
LocNguyen,100,5,0.10555889127230639,0.14547257016620657,0.11800000000000001,0.16353419930838428,0.21683333333333332,0.3237294512023236,0.59,0.51,60.88,33.29,100,572,421.0,100.0,100,100
Kutu_Mastor,150,5,0.10168303732606013,0.10036595509128117,0.158,0.13422429592350865,0.2125,0.21781455832469473,0.79,0.57,41.19,21.31,100,237,178.0,150.0,150,150
Kutu_Mastor,100,5,0.07380110666669516,0.11229257806944695,0.12,0.15569978883230456,0.13133333333333333,0.18657645727897829,0.6,0.43,41.19,21.31,100,237,178.0,100.0,100,100
AkiAki_Akira,100,5,0.07080337951295973,0.07588864954943118,0.098,0.10442724982039174,0.11833333333333335,0.1285440353480823,0.49,0.49,37.86,21.92,100,234,176.0,100.0,100,100
Dadalt,50,5,0.06480446953576822,0.09628801016296046,0.07800000000000001,0.10971036248396793,0.16366666666666668,0.2510961379284911,0.39,0.31,14.55,8.34,100,68,51.0,50.0,50,50
Dadalt,100,5,0.061770444299371896,0.09259463858228639,0.07600000000000001,0.10928602080519881,0.155,0.23848921228664488,0.38,0.3,14.55,8.34,100,68,51.0,51.0,51,51
Dadalt,150,5,0.061770444299371896,0.09259463858228639,0.07600000000000001,0.10928602080519881,0.155,0.23848921228664488,0.38,0.3,14.55,8.34,100,68,51.0,51.0,51,51
Dadalt,200,5,0.061770444299371896,0.09259463858228639,0.07600000000000001,0.10928602080519881,0.155,0.23848921228664488,0.38,0.3,14.55,8.34,100,68,51.0,51.0,51,51
Dadalt,250,5,0.061770444299371896,0.09259463858228639,0.07600000000000001,0.10928602080519881,0.155,0.23848921228664488,0.38,0.3,14.55,8.34,100,68,51.0,51.0,51,51
Dadalt,300,5,0.061770444299371896,0.09259463858228639,0.07600000000000001,0.10928602080519881,0.155,0.23848921228664488,0.38,0.3,14.55,8.34,100,68,51.0,51.0,51,51
AkiAki_Akira,50,5,0.05966193438768141,0.08140824623824863,0.07800000000000001,0.1059635919940563,0.10283333333333333,0.13996662661383452,0.39,0.39,37.86,21.92,100,234,176.0,50.0,50,50
LocNguyen,50,5,0.05679784967010058,0.10234068358103951,0.066,0.11390231504994697,0.11199999999999999,0.21677774930235016,0.33,0.31,60.88,33.29,100,572,421.0,50.0,50,50
Kutu_Mastor,50,5,0.053898972309474776,0.09100004140293715,0.08,0.13026778945578593,0.09716666666666667,0.17744689852385456,0.4,0.33,41.19,21.31,100,237,178.0,50.0,50,50
AkiAki_Akira,150,5,0.04938900353724568,0.0680415571994454,0.07,0.09587449708822045,0.08183333333333334,0.11491213156058838,0.35,0.35,37.86,21.92,100,234,176.0,150.0,150,150
AkiAki_Akira,200,5,0.04317468659037854,0.06336019232294839,0.064,0.09376523445243014,0.068,0.10038310453840167,0.32,0.32,37.86,21.92,100,234,176.0,176.0,176,176
AkiAki_Akira,250,5,0.04317468659037854,0.06336019232294839,0.064,0.09376523445243014,0.068,0.10038310453840167,0.32,0.32,37.86,21.92,100,234,176.0,176.0,176,176
AkiAki_Akira,300,5,0.04317468659037854,0.06336019232294839,0.064,0.09376523445243014,0.068,0.10038310453840167,0.32,0.32,37.86,21.92,100,234,176.0,176.0,176,176
Vurnox,450,5,0.8467974178702202,0.12390458084281407,0.958,0.10747797519266516,1.0,0.0,4.79,3.76,106.18,45.76,100,661,496.0,450.0,450,450
Vurnox,400,5,0.8451493252992861,0.12339253336574725,0.9520000000000001,0.11053588475324116,1.0,0.0,4.76,3.73,106.18,45.76,100,661,496.0,400.0,400,400
Vurnox,350,5,0.8398221382697675,0.13509395797318177,0.948,0.11932469919670376,1.0,0.0,4.74,3.67,106.18,45.76,100,661,496.0,350.0,350,350
DaiShi57,350,5,0.8127307273120908,0.18351644015187898,0.772,0.20502771431287933,0.97,0.13889898953170718,3.86,3.86,15.44,15.44,100,190,142.0,142.0,142,142
DaiShi57,400,5,0.8127307273120908,0.18351644015187898,0.772,0.20502771431287933,0.97,0.13889898953170718,3.86,3.86,15.44,15.44,100,190,142.0,142.0,142,142
DaiShi57,450,5,0.8127307273120908,0.18351644015187898,0.772,0.20502771431287933,0.97,0.13889898953170718,3.86,3.86,15.44,15.44,100,190,142.0,142.0,142,142
DanteNani2004,350,5,0.6872611873475283,0.2007291273280559,0.65,0.2298440402278963,0.985,0.11135075167680682,3.25,2.86,17.19,8.18,100,75,56.0,56.0,56,56
DanteNani2004,400,5,0.6872611873475283,0.2007291273280559,0.65,0.2298440402278963,0.985,0.11135075167680682,3.25,2.86,17.19,8.18,100,75,56.0,56.0,56,56
DanteNani2004,450,5,0.6872611873475283,0.2007291273280559,0.65,0.2298440402278963,0.985,0.11135075167680682,3.25,2.86,17.19,8.18,100,75,56.0,56.0,56,56
Moonshyla,350,5,0.6395849073360451,0.20472379455065245,0.6579999999999999,0.23319476404884815,0.985,0.11135075167680683,3.29,2.4,35.29,7.28,100,144,108.0,108.0,108,108
Moonshyla,400,5,0.6395849073360451,0.20472379455065245,0.6579999999999999,0.23319476404884815,0.985,0.11135075167680683,3.29,2.4,35.29,7.28,100,144,108.0,108.0,108,108
Moonshyla,450,5,0.6395849073360451,0.20472379455065245,0.6579999999999999,0.23319476404884815,0.985,0.11135075167680683,3.29,2.4,35.29,7.28,100,144,108.0,108.0,108,108
IM_C4,350,5,0.6049228436457543,0.19413985201338851,0.5539999999999999,0.19249557255829408,0.9041666666666667,0.22825614955396734,2.77,2.77,41.06,26.91,100,228,171.0,171.0,171,171
IM_C4,400,5,0.6049228436457543,0.19413985201338851,0.5539999999999999,0.19249557255829408,0.9041666666666667,0.22825614955396734,2.77,2.77,41.06,26.91,100,228,171.0,171.0,171,171
IM_C4,450,5,0.6049228436457543,0.19413985201338851,0.5539999999999999,0.19249557255829408,0.9041666666666667,0.22825614955396734,2.77,2.77,41.06,26.91,100,228,171.0,171.0,171,171
Irseus,450,5,0.5653958524367337,0.14947370389285422,0.718,0.14521318358492347,0.9566666666666667,0.1491088379901705,3.59,2.28,187.09,26.89,100,775,581.0,450.0,450,450
Edison-great,350,5,0.5583462016033333,0.21750832008778126,0.564,0.21905213622295125,0.9045000000000001,0.21708525998098094,2.82,2.29,90.2,39.17,100,459,344.0,344.0,344,344
Edison-great,400,5,0.5583462016033333,0.21750832008778126,0.564,0.21905213622295125,0.9045000000000001,0.21708525998098094,2.82,2.29,90.2,39.17,100,459,344.0,344.0,344,344
Edison-great,450,5,0.5583462016033333,0.21750832008778126,0.564,0.21905213622295125,0.9045000000000001,0.21708525998098094,2.82,2.29,90.2,39.17,100,459,344.0,344.0,344,344
Irseus,400,5,0.5507736633309748,0.1534887588729077,0.6779999999999999,0.16303931483485262,0.9483333333333333,0.15658927811380324,3.39,2.26,187.09,26.89,100,775,581.0,400.0,400,400
Irseus,350,5,0.53628003588363,0.14984431023502753,0.644,0.14093482984211628,0.9366666666666668,0.18315724632105118,3.22,2.3,187.09,26.89,100,775,581.0,350.0,350,350
MeloniaShaby,350,5,0.5224607377114885,0.1805373750208764,0.516,0.16125768324033554,0.9056666666666666,0.2300053676238937,2.58,2.24,45.98,25.59,100,220,165.0,165.0,165,165
MeloniaShaby,400,5,0.5224607377114885,0.1805373750208764,0.516,0.16125768324033554,0.9056666666666666,0.2300053676238937,2.58,2.24,45.98,25.59,100,220,165.0,165.0,165,165
MeloniaShaby,450,5,0.5224607377114885,0.1805373750208764,0.516,0.16125768324033554,0.9056666666666666,0.2300053676238937,2.58,2.24,45.98,25.59,100,220,165.0,165.0,165,165
xF0x,350,5,0.5199994410279924,0.23285795710498622,0.462,0.23901312250015208,0.912,0.2727636339397171,2.31,2.09,20.45,12.71,100,135,101.0,101.0,101,101
xF0x,400,5,0.5199994410279924,0.23285795710498622,0.462,0.23901312250015208,0.912,0.2727636339397171,2.31,2.09,20.45,12.71,100,135,101.0,101.0,101,101
xF0x,450,5,0.5199994410279924,0.23285795710498622,0.462,0.23901312250015208,0.912,0.2727636339397171,2.31,2.09,20.45,12.71,100,135,101.0,101.0,101,101
Ebelha,350,5,0.5194651038663349,0.19255043635280816,0.5539999999999999,0.1794604708732834,0.7578333333333334,0.2892427417176853,2.77,2.44,48.0,17.9,100,191,143.0,143.0,143,143
Ebelha,400,5,0.5194651038663349,0.19255043635280816,0.5539999999999999,0.1794604708732834,0.7578333333333334,0.2892427417176853,2.77,2.44,48.0,17.9,100,191,143.0,143.0,143,143
Ebelha,450,5,0.5194651038663349,0.19255043635280816,0.5539999999999999,0.1794604708732834,0.7578333333333334,0.2892427417176853,2.77,2.44,48.0,17.9,100,191,143.0,143.0,143,143
yorkie_pro,350,5,0.49440570416458945,0.21843328882909227,0.436,0.21719981025718596,0.8883333333333333,0.2824406615073815,2.18,1.99,32.46,18.08,100,187,140.0,140.0,140,140
yorkie_pro,400,5,0.49440570416458945,0.21843328882909227,0.436,0.21719981025718596,0.8883333333333333,0.2824406615073815,2.18,1.99,32.46,18.08,100,187,140.0,140.0,140,140
yorkie_pro,450,5,0.49440570416458945,0.21843328882909227,0.436,0.21719981025718596,0.8883333333333333,0.2824406615073815,2.18,1.99,32.46,18.08,100,187,140.0,140.0,140,140
Captn_Cook,350,5,0.473767627615289,0.19876288635930917,0.49,0.18936363393900602,0.8316666666666667,0.26616640786900597,2.45,1.89,16.53,8.52,100,79,59.0,59.0,59,59
Captn_Cook,400,5,0.473767627615289,0.19876288635930917,0.49,0.18936363393900602,0.8316666666666667,0.26616640786900597,2.45,1.89,16.53,8.52,100,79,59.0,59.0,59,59
Captn_Cook,450,5,0.473767627615289,0.19876288635930917,0.49,0.18936363393900602,0.8316666666666667,0.26616640786900597,2.45,1.89,16.53,8.52,100,79,59.0,59.0,59,59
TheRealist68,350,5,0.44709795414944564,0.1917979129618182,0.442,0.1891928629571935,0.7023333333333334,0.31764442352728284,2.21,2.08,23.96,11.67,100,149,112.0,112.0,112,112
TheRealist68,400,5,0.44709795414944564,0.1917979129618182,0.442,0.1891928629571935,0.7023333333333334,0.31764442352728284,2.21,2.08,23.96,11.67,100,149,112.0,112.0,112,112
TheRealist68,450,5,0.44709795414944564,0.1917979129618182,0.442,0.1891928629571935,0.7023333333333334,0.31764442352728284,2.21,2.08,23.96,11.67,100,149,112.0,112.0,112,112
GrumbleDango,400,5,0.4393757489862211,0.21709365510028958,0.48200000000000004,0.21290677051069307,0.5915,0.2633047229055664,2.41,2.21,85.95,51.45,100,488,366.0,366.0,366,366
GrumbleDango,450,5,0.4393757489862211,0.21709365510028958,0.48200000000000004,0.21290677051069307,0.5915,0.2633047229055664,2.41,2.21,85.95,51.45,100,488,366.0,366.0,366,366
GrumbleDango,350,5,0.4280488737899048,0.21216136554902992,0.47,0.20572610996962043,0.5855,0.2687383229003377,2.35,2.15,85.95,51.45,100,488,366.0,350.0,350,350
Opelo_Stradyon,350,5,0.406435610125373,0.1871103576829742,0.41600000000000004,0.16497321484459718,0.596,0.2852738066860412,2.08,2.08,23.48,23.48,100,395,296.0,296.0,296,296
Opelo_Stradyon,400,5,0.406435610125373,0.1871103576829742,0.41600000000000004,0.16497321484459718,0.596,0.2852738066860412,2.08,2.08,23.48,23.48,100,395,296.0,296.0,296,296
Opelo_Stradyon,450,5,0.406435610125373,0.1871103576829742,0.41600000000000004,0.16497321484459718,0.596,0.2852738066860412,2.08,2.08,23.48,23.48,100,395,296.0,296.0,296,296
Dinterdos123,350,5,0.3739713054716918,0.13964532300316548,0.41200000000000003,0.13873890892062274,0.5711666666666667,0.2929000377240765,2.06,1.95,19.83,9.35,100,83,62.0,62.0,62,62
Dinterdos123,400,5,0.3739713054716918,0.13964532300316548,0.41200000000000003,0.13873890892062274,0.5711666666666667,0.2929000377240765,2.06,1.95,19.83,9.35,100,83,62.0,62.0,62,62
Dinterdos123,450,5,0.3739713054716918,0.13964532300316548,0.41200000000000003,0.13873890892062274,0.5711666666666667,0.2929000377240765,2.06,1.95,19.83,9.35,100,83,62.0,62.0,62,62
KSTTK,350,5,0.3564126299902691,0.21034845069784952,0.32,0.192799681461659,0.69,0.3654709613211746,1.6,1.4,27.24,5.73,100,138,104.0,104.0,104,104
KSTTK,400,5,0.3564126299902691,0.21034845069784952,0.32,0.192799681461659,0.69,0.3654709613211746,1.6,1.4,27.24,5.73,100,138,104.0,104.0,104,104
KSTTK,450,5,0.3564126299902691,0.21034845069784952,0.32,0.192799681461659,0.69,0.3654709613211746,1.6,1.4,27.24,5.73,100,138,104.0,104.0,104,104
LoyJoy,350,5,0.34260195498775947,0.16080554349399984,0.44,0.17752507291971892,0.5535,0.2579629146212016,2.2,1.73,27.61,15.48,100,231,173.0,173.0,173,173
LoyJoy,400,5,0.34260195498775947,0.16080554349399984,0.44,0.17752507291971892,0.5535,0.2579629146212016,2.2,1.73,27.61,15.48,100,231,173.0,173.0,173,173
LoyJoy,450,5,0.34260195498775947,0.16080554349399984,0.44,0.17752507291971892,0.5535,0.2579629146212016,2.2,1.73,27.61,15.48,100,231,173.0,173.0,173,173
dareggon,350,5,0.3386170231015126,0.19598481234417572,0.414,0.2313858118800587,0.7928333333333333,0.3507587974758922,2.07,1.17,32.02,12.67,100,145,109.0,109.0,109,109
dareggon,400,5,0.3386170231015126,0.19598481234417572,0.414,0.2313858118800587,0.7928333333333333,0.3507587974758922,2.07,1.17,32.02,12.67,100,145,109.0,109.0,109,109
dareggon,450,5,0.3386170231015126,0.19598481234417572,0.414,0.2313858118800587,0.7928333333333333,0.3507587974758922,2.07,1.17,32.02,12.67,100,145,109.0,109.0,109,109
HumanRat,350,5,0.33283804787692006,0.20337226644753834,0.314,0.19541202262363133,0.7931666666666666,0.35997174568011725,1.57,1.12,34.29,9.94,100,161,121.0,121.0,121,121
HumanRat,400,5,0.33283804787692006,0.20337226644753834,0.314,0.19541202262363133,0.7931666666666666,0.35997174568011725,1.57,1.12,34.29,9.94,100,161,121.0,121.0,121,121
HumanRat,450,5,0.33283804787692006,0.20337226644753834,0.314,0.19541202262363133,0.7931666666666666,0.35997174568011725,1.57,1.12,34.29,9.94,100,161,121.0,121.0,121,121
pensa89,350,5,0.3259261817260662,0.19808256037513425,0.32,0.1632993161855452,0.7195,0.36985949193044076,1.6,1.13,18.79,7.16,100,92,69.0,69.0,69,69
pensa89,400,5,0.3259261817260662,0.19808256037513425,0.32,0.1632993161855452,0.7195,0.36985949193044076,1.6,1.13,18.79,7.16,100,92,69.0,69.0,69,69
pensa89,450,5,0.3259261817260662,0.19808256037513425,0.32,0.1632993161855452,0.7195,0.36985949193044076,1.6,1.13,18.79,7.16,100,92,69.0,69.0,69,69
LocNguyen,350,5,0.2985140251221494,0.1626267287152691,0.37800000000000006,0.1817868659899956,0.812,0.31081407176218256,1.89,0.96,60.88,33.29,100,572,421.0,350.0,350,350
LocNguyen,450,5,0.29839684214940243,0.1643091497751554,0.396,0.18197568935204367,0.8058333333333333,0.3033795336111871,1.98,1.0,60.88,33.29,100,572,421.0,421.0,421,421
Haileytokar,350,5,0.29459139773908005,0.18858014215789828,0.322,0.17266771966450883,0.5816666666666667,0.36579710173927416,1.61,1.3,41.49,16.4,100,198,148.0,148.0,148,148
Haileytokar,400,5,0.29459139773908005,0.18858014215789828,0.322,0.17266771966450883,0.5816666666666667,0.36579710173927416,1.61,1.3,41.49,16.4,100,198,148.0,148.0,148,148
Haileytokar,450,5,0.29459139773908005,0.18858014215789828,0.322,0.17266771966450883,0.5816666666666667,0.36579710173927416,1.61,1.3,41.49,16.4,100,198,148.0,148.0,148,148
LocNguyen,400,5,0.29378877362489997,0.1605040305228299,0.39399999999999996,0.17628030937897593,0.8058333333333333,0.309559396888578,1.97,0.98,60.88,33.29,100,572,421.0,400.0,400,400
Siipn,350,5,0.2637790278289725,0.24931332944588877,0.342,0.28468660777504906,0.5635,0.39509971890497203,1.71,1.0,87.15,16.15,100,448,336.0,336.0,336,336
Siipn,400,5,0.2637790278289725,0.24931332944588877,0.342,0.28468660777504906,0.5635,0.39509971890497203,1.71,1.0,87.15,16.15,100,448,336.0,336.0,336,336
Siipn,450,5,0.2637790278289725,0.24931332944588877,0.342,0.28468660777504906,0.5635,0.39509971890497203,1.71,1.0,87.15,16.15,100,448,336.0,336.0,336,336
MarnikBe,350,5,0.23613731366809085,0.186336856203979,0.212,0.1552319867068952,0.5101666666666667,0.41986914080273713,1.06,1.05,32.63,17.87,100,163,122.0,122.0,122,122
MarnikBe,400,5,0.23613731366809085,0.186336856203979,0.212,0.1552319867068952,0.5101666666666667,0.41986914080273713,1.06,1.05,32.63,17.87,100,163,122.0,122.0,122,122
MarnikBe,450,5,0.23613731366809085,0.186336856203979,0.212,0.1552319867068952,0.5101666666666667,0.41986914080273713,1.06,1.05,32.63,17.87,100,163,122.0,122.0,122,122
alfalfy,350,5,0.16663470771349398,0.15359037683321775,0.196,0.15036655549057776,0.3746666666666667,0.37452161780032867,0.98,0.77,35.49,19.37,100,161,121.0,121.0,121,121
alfalfy,400,5,0.16663470771349398,0.15359037683321775,0.196,0.15036655549057776,0.3746666666666667,0.37452161780032867,0.98,0.77,35.49,19.37,100,161,121.0,121.0,121,121
alfalfy,450,5,0.16663470771349398,0.15359037683321775,0.196,0.15036655549057776,0.3746666666666667,0.37452161780032867,0.98,0.77,35.49,19.37,100,161,121.0,121.0,121,121
Kutu_Mastor,350,5,0.14179362185410882,0.11656207520160639,0.20400000000000001,0.13920408678547405,0.2915,0.27068204787863387,1.02,0.75,41.19,21.31,100,237,178.0,178.0,178,178
Kutu_Mastor,400,5,0.14179362185410882,0.11656207520160639,0.20400000000000001,0.13920408678547405,0.2915,0.27068204787863387,1.02,0.75,41.19,21.31,100,237,178.0,178.0,178,178
Kutu_Mastor,450,5,0.14179362185410882,0.11656207520160639,0.20400000000000001,0.13920408678547405,0.2915,0.27068204787863387,1.02,0.75,41.19,21.31,100,237,178.0,178.0,178,178
Dadalt,350,5,0.061770444299371896,0.09259463858228639,0.07600000000000001,0.10928602080519881,0.155,0.23848921228664488,0.38,0.3,14.55,8.34,100,68,51.0,51.0,51,51
Dadalt,400,5,0.061770444299371896,0.09259463858228639,0.07600000000000001,0.10928602080519881,0.155,0.23848921228664488,0.38,0.3,14.55,8.34,100,68,51.0,51.0,51,51
Dadalt,450,5,0.061770444299371896,0.09259463858228639,0.07600000000000001,0.10928602080519881,0.155,0.23848921228664488,0.38,0.3,14.55,8.34,100,68,51.0,51.0,51,51
AkiAki_Akira,350,5,0.04654195175714361,0.0653090871106956,0.068,0.09521904571390467,0.0745,0.10528820475535737,0.34,0.34,37.86,21.92,100,234,176.0,176.0,176,176
AkiAki_Akira,400,5,0.04654195175714361,0.0653090871106956,0.068,0.09521904571390467,0.0745,0.10528820475535737,0.34,0.34,37.86,21.92,100,234,176.0,176.0,176,176
AkiAki_Akira,450,5,0.04654195175714361,0.0653090871106956,0.068,0.09521904571390467,0.0745,0.10528820475535737,0.34,0.34,37.86,21.92,100,234,176.0,176.0,176,176
Vurnox,-1,5,0.8457799466472327,0.12301620431490601,0.958,0.09967624358568863,1.0,0.0,4.79,3.77,106.18,45.76,100,661,496.0,496.0,496,496,all_available
DaiShi57,-1,5,0.8127307273120908,0.18351644015187898,0.772,0.20502771431287933,0.97,0.13889898953170718,3.86,3.86,15.44,15.44,100,190,142.0,142.0,142,142,all_available
DanteNani2004,-1,5,0.6829412847709135,0.20248790131101277,0.644,0.23541066632202926,0.985,0.11135075167680682,3.22,2.83,17.19,8.18,100,75,56.0,56.0,56,56,all_available
Moonshyla,-1,5,0.6123350433595656,0.2129146230930368,0.618,0.23457677341600255,0.9733333333333333,0.1375592923889874,3.09,2.32,35.29,7.28,100,144,108.0,108.0,108,108,all_available
IM_C4,-1,5,0.6049228436457543,0.19413985201338851,0.5539999999999999,0.19249557255829408,0.9041666666666667,0.22825614955396734,2.77,2.77,41.06,26.91,100,228,171.0,171.0,171,171,all_available
Ebelha,-1,5,0.5874323070694767,0.20659371475159433,0.616,0.1942194946991988,0.7233333333333333,0.25865489924290413,3.08,2.95,48.0,17.9,100,191,143.0,143.0,143,143,all_available
Irseus,-1,5,0.5636297942494417,0.1611919562952872,0.71,0.1592279352172079,0.955,0.14381174563233068,3.55,2.18,187.09,26.89,100,775,581.0,581.0,581,581,all_available
Edison-great,-1,5,0.5583462016033333,0.21750832008778126,0.564,0.21905213622295125,0.9045000000000001,0.21708525998098094,2.82,2.29,90.2,39.17,100,459,344.0,344.0,344,344,all_available
MeloniaShaby,-1,5,0.5224607377114885,0.1805373750208764,0.516,0.16125768324033554,0.9056666666666666,0.2300053676238937,2.58,2.24,45.98,25.59,100,220,165.0,165.0,165,165,all_available
xF0x,-1,5,0.5199994410279924,0.23285795710498622,0.462,0.23901312250015208,0.912,0.2727636339397171,2.31,2.09,20.45,12.71,100,135,101.0,101.0,101,101,all_available
yorkie_pro,-1,5,0.4713266291223993,0.22245391455959526,0.408,0.2163424147134362,0.8773333333333333,0.3092796017422941,2.04,1.84,32.46,18.08,100,187,140.0,140.0,140,140,all_available
TheRealist68,-1,5,0.44709795414944564,0.1917979129618182,0.442,0.1891928629571935,0.7023333333333334,0.31764442352728284,2.21,2.08,23.96,11.67,100,149,112.0,112.0,112,112,all_available
Opelo_Stradyon,-1,5,0.4448704990657442,0.21054609844443223,0.402,0.19795928568238158,0.7648333333333334,0.31924693059386294,2.01,2.01,23.48,23.48,100,395,296.0,296.0,296,296,all_available
GrumbleDango,-1,5,0.4393757489862211,0.21709365510028958,0.48200000000000004,0.21290677051069307,0.5915,0.2633047229055664,2.41,2.21,85.95,51.45,100,488,366.0,366.0,366,366,all_available
LoyJoy,-1,5,0.43933562031724294,0.19804900560748184,0.484,0.2092410528118662,0.8534999999999999,0.273761828457765,2.42,1.81,27.61,15.48,100,231,173.0,173.0,173,173,all_available
Captn_Cook,-1,5,0.43463806168501434,0.19739098546153808,0.45,0.17378728435078383,0.7948333333333334,0.3028085425941836,2.25,1.74,16.53,8.52,100,79,59.0,59.0,59,59,all_available
Dinterdos123,-1,5,0.39732058320752567,0.17558811002839045,0.376,0.1688463529635476,0.736,0.32619219304168945,1.88,1.72,19.83,9.35,100,83,62.0,62.0,62,62,all_available
KSTTK,-1,5,0.3564126299902691,0.21034845069784952,0.32,0.192799681461659,0.69,0.3654709613211746,1.6,1.4,27.24,5.73,100,138,104.0,104.0,104,104,all_available
dareggon,-1,5,0.3386170231015126,0.19598481234417572,0.414,0.2313858118800587,0.7928333333333333,0.3507587974758922,2.07,1.17,32.02,12.67,100,145,109.0,109.0,109,109,all_available
HumanRat,-1,5,0.33283804787692006,0.20337226644753834,0.314,0.19541202262363133,0.7931666666666666,0.35997174568011725,1.57,1.12,34.29,9.94,100,161,121.0,121.0,121,121,all_available
pensa89,-1,5,0.3259261817260662,0.19808256037513425,0.32,0.1632993161855452,0.7195,0.36985949193044076,1.6,1.13,18.79,7.16,100,92,69.0,69.0,69,69,all_available
LocNguyen,-1,5,0.29839684214940243,0.1643091497751554,0.396,0.18197568935204367,0.8058333333333333,0.3033795336111871,1.98,1.0,60.88,33.29,100,572,421.0,421.0,421,421,all_available
Haileytokar,-1,5,0.29459139773908005,0.18858014215789828,0.322,0.17266771966450883,0.5816666666666667,0.36579710173927416,1.61,1.3,41.49,16.4,100,198,148.0,148.0,148,148,all_available
Siipn,-1,5,0.2637790278289725,0.24931332944588877,0.342,0.28468660777504906,0.5635,0.39509971890497203,1.71,1.0,87.15,16.15,100,448,336.0,336.0,336,336,all_available
MarnikBe,-1,5,0.23613731366809085,0.186336856203979,0.212,0.1552319867068952,0.5101666666666667,0.41986914080273713,1.06,1.05,32.63,17.87,100,163,122.0,122.0,122,122,all_available
Kutu_Mastor,-1,5,0.20023846487443414,0.15696248793452397,0.276,0.17929153506357892,0.33116666666666666,0.26254875021637325,1.38,1.13,41.19,21.31,100,237,178.0,178.0,178,178,all_available
alfalfy,-1,5,0.16663470771349398,0.15359037683321775,0.196,0.15036655549057776,0.3746666666666667,0.37452161780032867,0.98,0.77,35.49,19.37,100,161,121.0,121.0,121,121,all_available
Dadalt,-1,5,0.07088961583163383,0.1036618398159325,0.07800000000000001,0.10971036248396793,0.1795,0.27534138589735974,0.39,0.33,14.55,8.34,100,68,51.0,51.0,51,51,all_available
AkiAki_Akira,-1,5,0.04654195175714361,0.0653090871106956,0.068,0.09521904571390467,0.0745,0.10528820475535737,0.34,0.34,37.86,21.92,100,234,176.0,176.0,176,176,all_available
