username,model,k,avg_ndcg_at_k,std_ndcg_at_k,avg_precision_at_k,std_precision_at_k,avg_mrr_at_k,std_mrr_at_k,avg_relevant_hits_at_k,avg_strong_hits_at_k,avg_test_relevant,avg_test_strong_relevant,valid_runs,score_count,avg_train_count,avg_candidate_count,avg_knn_neighbors,feature_set,feature_columns,n_features,feature_rows,bayesian_uncertainty_weight,clip_predictions,n_runs,random_state,svd_explained_variance
DaiShi57,knn_all_available,5,0.8127307273120908,0.18351644015187898,0.772,0.20502771431287933,0.97,0.13889898953170718,3.86,3.86,15.44,15.44,100,190,142.0,4717.0,142.0,complete_num_genres_synopsis_svd,"mean,popularity,watching,Action,Adult Cast,Adventure,Anthropomorphic,Avant Garde,Award Winning,Boys Love,CGDCT,Childcare,Combat Sports,Comedy,Crossdressing,Delinquents,Detective,Drama,Ecchi,Educational,Erotica,Fantasy,Gag Humor,Girls Love,Gore,Gourmet,Harem,High Stakes Game,Historical,Horror,Idols (Female),Idols (Male),Isekai,Iyashikei,Josei,Kids,Love Polygon,Love Status Quo,Magical Sex Shift,Mahou Shoujo,Martial Arts,Mecha,Medical,Military,Music,Mystery,Mythology,Organized Crime,Otaku Culture,Parody,Performing Arts,Pets,Psychological,Racing,Reincarnation,Reverse Harem,Romance,Samurai,School,Sci-Fi,Seinen,Shoujo,Shounen,Showbiz,Slice of Life,Space,Sports,Strategy Game,Super Power,Supernatural,Survival,Suspense,Team Sports,Time Travel,Urban Fantasy,Vampire,Video Game,Villainess,Visual Arts,Workplace,synopsis_svd_0,synopsis_svd_1,synopsis_svd_2,synopsis_svd_3,synopsis_svd_4,synopsis_svd_5,synopsis_svd_6,synopsis_svd_7,synopsis_svd_8,synopsis_svd_9,synopsis_svd_10,synopsis_svd_11,synopsis_svd_12,synopsis_svd_13,synopsis_svd_14,synopsis_svd_15,synopsis_svd_16,synopsis_svd_17,synopsis_svd_18,synopsis_svd_19,synopsis_svd_20,synopsis_svd_21,synopsis_svd_22,synopsis_svd_23,synopsis_svd_24,synopsis_svd_25,synopsis_svd_26,synopsis_svd_27,synopsis_svd_28,synopsis_svd_29,synopsis_svd_30,synopsis_svd_31,synopsis_svd_32,synopsis_svd_33,synopsis_svd_34,synopsis_svd_35,synopsis_svd_36,synopsis_svd_37,synopsis_svd_38,synopsis_svd_39,synopsis_svd_40,synopsis_svd_41,synopsis_svd_42,synopsis_svd_43,synopsis_svd_44,synopsis_svd_45,synopsis_svd_46,synopsis_svd_47,synopsis_svd_48,synopsis_svd_49",130,4859,15,False,100,42,0.12783040142102292
DanteNani2004,knn_all_available,5,0.6829412847709135,0.20248790131101277,0.644,0.23541066632202926,0.985,0.11135075167680682,3.22,2.83,17.19,8.18,100,75,56.0,4803.0,56.0,complete_num_genres_synopsis_svd,"mean,popularity,watching,Action,Adult Cast,Adventure,Anthropomorphic,Avant Garde,Award Winning,Boys Love,CGDCT,Childcare,Combat Sports,Comedy,Crossdressing,Delinquents,Detective,Drama,Ecchi,Educational,Erotica,Fantasy,Gag Humor,Girls Love,Gore,Gourmet,Harem,High Stakes Game,Historical,Horror,Idols (Female),Idols (Male),Isekai,Iyashikei,Josei,Kids,Love Polygon,Love Status Quo,Magical Sex Shift,Mahou Shoujo,Martial Arts,Mecha,Medical,Military,Music,Mystery,Mythology,Organized Crime,Otaku Culture,Parody,Performing Arts,Pets,Psychological,Racing,Reincarnation,Reverse Harem,Romance,Samurai,School,Sci-Fi,Seinen,Shoujo,Shounen,Showbiz,Slice of Life,Space,Sports,Strategy Game,Super Power,Supernatural,Survival,Suspense,Team Sports,Time Travel,Urban Fantasy,Vampire,Video Game,Villainess,Visual Arts,Workplace,synopsis_svd_0,synopsis_svd_1,synopsis_svd_2,synopsis_svd_3,synopsis_svd_4,synopsis_svd_5,synopsis_svd_6,synopsis_svd_7,synopsis_svd_8,synopsis_svd_9,synopsis_svd_10,synopsis_svd_11,synopsis_svd_12,synopsis_svd_13,synopsis_svd_14,synopsis_svd_15,synopsis_svd_16,synopsis_svd_17,synopsis_svd_18,synopsis_svd_19,synopsis_svd_20,synopsis_svd_21,synopsis_svd_22,synopsis_svd_23,synopsis_svd_24,synopsis_svd_25,synopsis_svd_26,synopsis_svd_27,synopsis_svd_28,synopsis_svd_29,synopsis_svd_30,synopsis_svd_31,synopsis_svd_32,synopsis_svd_33,synopsis_svd_34,synopsis_svd_35,synopsis_svd_36,synopsis_svd_37,synopsis_svd_38,synopsis_svd_39,synopsis_svd_40,synopsis_svd_41,synopsis_svd_42,synopsis_svd_43,synopsis_svd_44,synopsis_svd_45,synopsis_svd_46,synopsis_svd_47,synopsis_svd_48,synopsis_svd_49",130,4859,15,False,100,42,0.12783040142102292
Moonshyla,knn_all_available,5,0.6123350433595656,0.2129146230930368,0.618,0.23457677341600255,0.9733333333333333,0.1375592923889874,3.09,2.32,35.29,7.28,100,144,108.0,4751.0,108.0,complete_num_genres_synopsis_svd,"mean,popularity,watching,Action,Adult Cast,Adventure,Anthropomorphic,Avant Garde,Award Winning,Boys Love,CGDCT,Childcare,Combat Sports,Comedy,Crossdressing,Delinquents,Detective,Drama,Ecchi,Educational,Erotica,Fantasy,Gag Humor,Girls Love,Gore,Gourmet,Harem,High Stakes Game,Historical,Horror,Idols (Female),Idols (Male),Isekai,Iyashikei,Josei,Kids,Love Polygon,Love Status Quo,Magical Sex Shift,Mahou Shoujo,Martial Arts,Mecha,Medical,Military,Music,Mystery,Mythology,Organized Crime,Otaku Culture,Parody,Performing Arts,Pets,Psychological,Racing,Reincarnation,Reverse Harem,Romance,Samurai,School,Sci-Fi,Seinen,Shoujo,Shounen,Showbiz,Slice of Life,Space,Sports,Strategy Game,Super Power,Supernatural,Survival,Suspense,Team Sports,Time Travel,Urban Fantasy,Vampire,Video Game,Villainess,Visual Arts,Workplace,synopsis_svd_0,synopsis_svd_1,synopsis_svd_2,synopsis_svd_3,synopsis_svd_4,synopsis_svd_5,synopsis_svd_6,synopsis_svd_7,synopsis_svd_8,synopsis_svd_9,synopsis_svd_10,synopsis_svd_11,synopsis_svd_12,synopsis_svd_13,synopsis_svd_14,synopsis_svd_15,synopsis_svd_16,synopsis_svd_17,synopsis_svd_18,synopsis_svd_19,synopsis_svd_20,synopsis_svd_21,synopsis_svd_22,synopsis_svd_23,synopsis_svd_24,synopsis_svd_25,synopsis_svd_26,synopsis_svd_27,synopsis_svd_28,synopsis_svd_29,synopsis_svd_30,synopsis_svd_31,synopsis_svd_32,synopsis_svd_33,synopsis_svd_34,synopsis_svd_35,synopsis_svd_36,synopsis_svd_37,synopsis_svd_38,synopsis_svd_39,synopsis_svd_40,synopsis_svd_41,synopsis_svd_42,synopsis_svd_43,synopsis_svd_44,synopsis_svd_45,synopsis_svd_46,synopsis_svd_47,synopsis_svd_48,synopsis_svd_49",130,4859,15,False,100,42,0.12783040142102292
IM_C4,knn_all_available,5,0.6049228436457543,0.19413985201338851,0.5539999999999999,0.19249557255829408,0.9041666666666667,0.22825614955396734,2.77,2.77,41.06,26.91,100,228,171.0,4688.0,171.0,complete_num_genres_synopsis_svd,"mean,popularity,watching,Action,Adult Cast,Adventure,Anthropomorphic,Avant Garde,Award Winning,Boys Love,CGDCT,Childcare,Combat Sports,Comedy,Crossdressing,Delinquents,Detective,Drama,Ecchi,Educational,Erotica,Fantasy,Gag Humor,Girls Love,Gore,Gourmet,Harem,High Stakes Game,Historical,Horror,Idols (Female),Idols (Male),Isekai,Iyashikei,Josei,Kids,Love Polygon,Love Status Quo,Magical Sex Shift,Mahou Shoujo,Martial Arts,Mecha,Medical,Military,Music,Mystery,Mythology,Organized Crime,Otaku Culture,Parody,Performing Arts,Pets,Psychological,Racing,Reincarnation,Reverse Harem,Romance,Samurai,School,Sci-Fi,Seinen,Shoujo,Shounen,Showbiz,Slice of Life,Space,Sports,Strategy Game,Super Power,Supernatural,Survival,Suspense,Team Sports,Time Travel,Urban Fantasy,Vampire,Video Game,Villainess,Visual Arts,Workplace,synopsis_svd_0,synopsis_svd_1,synopsis_svd_2,synopsis_svd_3,synopsis_svd_4,synopsis_svd_5,synopsis_svd_6,synopsis_svd_7,synopsis_svd_8,synopsis_svd_9,synopsis_svd_10,synopsis_svd_11,synopsis_svd_12,synopsis_svd_13,synopsis_svd_14,synopsis_svd_15,synopsis_svd_16,synopsis_svd_17,synopsis_svd_18,synopsis_svd_19,synopsis_svd_20,synopsis_svd_21,synopsis_svd_22,synopsis_svd_23,synopsis_svd_24,synopsis_svd_25,synopsis_svd_26,synopsis_svd_27,synopsis_svd_28,synopsis_svd_29,synopsis_svd_30,synopsis_svd_31,synopsis_svd_32,synopsis_svd_33,synopsis_svd_34,synopsis_svd_35,synopsis_svd_36,synopsis_svd_37,synopsis_svd_38,synopsis_svd_39,synopsis_svd_40,synopsis_svd_41,synopsis_svd_42,synopsis_svd_43,synopsis_svd_44,synopsis_svd_45,synopsis_svd_46,synopsis_svd_47,synopsis_svd_48,synopsis_svd_49",130,4859,15,False,100,42,0.12783040142102292
Vurnox,bayesian_ridge,5,0.6012160097168543,0.1930798213508501,0.624,0.16399063782097226,0.9091666666666667,0.21224278021956622,3.12,2.5,106.18,45.76,100,661,496.0,4363.0,,complete_num_genres_synopsis_svd,"mean,popularity,watching,Action,Adult Cast,Adventure,Anthropomorphic,Avant Garde,Award Winning,Boys Love,CGDCT,Childcare,Combat Sports,Comedy,Crossdressing,Delinquents,Detective,Drama,Ecchi,Educational,Erotica,Fantasy,Gag Humor,Girls Love,Gore,Gourmet,Harem,High Stakes Game,Historical,Horror,Idols (Female),Idols (Male),Isekai,Iyashikei,Josei,Kids,Love Polygon,Love Status Quo,Magical Sex Shift,Mahou Shoujo,Martial Arts,Mecha,Medical,Military,Music,Mystery,Mythology,Organized Crime,Otaku Culture,Parody,Performing Arts,Pets,Psychological,Racing,Reincarnation,Reverse Harem,Romance,Samurai,School,Sci-Fi,Seinen,Shoujo,Shounen,Showbiz,Slice of Life,Space,Sports,Strategy Game,Super Power,Supernatural,Survival,Suspense,Team Sports,Time Travel,Urban Fantasy,Vampire,Video Game,Villainess,Visual Arts,Workplace,synopsis_svd_0,synopsis_svd_1,synopsis_svd_2,synopsis_svd_3,synopsis_svd_4,synopsis_svd_5,synopsis_svd_6,synopsis_svd_7,synopsis_svd_8,synopsis_svd_9,synopsis_svd_10,synopsis_svd_11,synopsis_svd_12,synopsis_svd_13,synopsis_svd_14,synopsis_svd_15,synopsis_svd_16,synopsis_svd_17,synopsis_svd_18,synopsis_svd_19,synopsis_svd_20,synopsis_svd_21,synopsis_svd_22,synopsis_svd_23,synopsis_svd_24,synopsis_svd_25,synopsis_svd_26,synopsis_svd_27,synopsis_svd_28,synopsis_svd_29,synopsis_svd_30,synopsis_svd_31,synopsis_svd_32,synopsis_svd_33,synopsis_svd_34,synopsis_svd_35,synopsis_svd_36,synopsis_svd_37,synopsis_svd_38,synopsis_svd_39,synopsis_svd_40,synopsis_svd_41,synopsis_svd_42,synopsis_svd_43,synopsis_svd_44,synopsis_svd_45,synopsis_svd_46,synopsis_svd_47,synopsis_svd_48,synopsis_svd_49",130,4859,15,False,100,42,0.12783040142102292
Ebelha,knn_all_available,5,0.5874323070694767,0.20659371475159433,0.616,0.1942194946991988,0.7233333333333333,0.25865489924290413,3.08,2.95,48.0,17.9,100,191,143.0,4716.0,143.0,complete_num_genres_synopsis_svd,"mean,popularity,watching,Action,Adult Cast,Adventure,Anthropomorphic,Avant Garde,Award Winning,Boys Love,CGDCT,Childcare,Combat Sports,Comedy,Crossdressing,Delinquents,Detective,Drama,Ecchi,Educational,Erotica,Fantasy,Gag Humor,Girls Love,Gore,Gourmet,Harem,High Stakes Game,Historical,Horror,Idols (Female),Idols (Male),Isekai,Iyashikei,Josei,Kids,Love Polygon,Love Status Quo,Magical Sex Shift,Mahou Shoujo,Martial Arts,Mecha,Medical,Military,Music,Mystery,Mythology,Organized Crime,Otaku Culture,Parody,Performing Arts,Pets,Psychological,Racing,Reincarnation,Reverse Harem,Romance,Samurai,School,Sci-Fi,Seinen,Shoujo,Shounen,Showbiz,Slice of Life,Space,Sports,Strategy Game,Super Power,Supernatural,Survival,Suspense,Team Sports,Time Travel,Urban Fantasy,Vampire,Video Game,Villainess,Visual Arts,Workplace,synopsis_svd_0,synopsis_svd_1,synopsis_svd_2,synopsis_svd_3,synopsis_svd_4,synopsis_svd_5,synopsis_svd_6,synopsis_svd_7,synopsis_svd_8,synopsis_svd_9,synopsis_svd_10,synopsis_svd_11,synopsis_svd_12,synopsis_svd_13,synopsis_svd_14,synopsis_svd_15,synopsis_svd_16,synopsis_svd_17,synopsis_svd_18,synopsis_svd_19,synopsis_svd_20,synopsis_svd_21,synopsis_svd_22,synopsis_svd_23,synopsis_svd_24,synopsis_svd_25,synopsis_svd_26,synopsis_svd_27,synopsis_svd_28,synopsis_svd_29,synopsis_svd_30,synopsis_svd_31,synopsis_svd_32,synopsis_svd_33,synopsis_svd_34,synopsis_svd_35,synopsis_svd_36,synopsis_svd_37,synopsis_svd_38,synopsis_svd_39,synopsis_svd_40,synopsis_svd_41,synopsis_svd_42,synopsis_svd_43,synopsis_svd_44,synopsis_svd_45,synopsis_svd_46,synopsis_svd_47,synopsis_svd_48,synopsis_svd_49",130,4859,15,False,100,42,0.12783040142102292
Irseus,knn_all_available,5,0.5636297942494417,0.1611919562952872,0.71,0.1592279352172079,0.955,0.14381174563233068,3.55,2.18,187.09,26.89,100,775,581.0,4278.0,581.0,complete_num_genres_synopsis_svd,"mean,popularity,watching,Action,Adult Cast,Adventure,Anthropomorphic,Avant Garde,Award Winning,Boys Love,CGDCT,Childcare,Combat Sports,Comedy,Crossdressing,Delinquents,Detective,Drama,Ecchi,Educational,Erotica,Fantasy,Gag Humor,Girls Love,Gore,Gourmet,Harem,High Stakes Game,Historical,Horror,Idols (Female),Idols (Male),Isekai,Iyashikei,Josei,Kids,Love Polygon,Love Status Quo,Magical Sex Shift,Mahou Shoujo,Martial Arts,Mecha,Medical,Military,Music,Mystery,Mythology,Organized Crime,Otaku Culture,Parody,Performing Arts,Pets,Psychological,Racing,Reincarnation,Reverse Harem,Romance,Samurai,School,Sci-Fi,Seinen,Shoujo,Shounen,Showbiz,Slice of Life,Space,Sports,Strategy Game,Super Power,Supernatural,Survival,Suspense,Team Sports,Time Travel,Urban Fantasy,Vampire,Video Game,Villainess,Visual Arts,Workplace,synopsis_svd_0,synopsis_svd_1,synopsis_svd_2,synopsis_svd_3,synopsis_svd_4,synopsis_svd_5,synopsis_svd_6,synopsis_svd_7,synopsis_svd_8,synopsis_svd_9,synopsis_svd_10,synopsis_svd_11,synopsis_svd_12,synopsis_svd_13,synopsis_svd_14,synopsis_svd_15,synopsis_svd_16,synopsis_svd_17,synopsis_svd_18,synopsis_svd_19,synopsis_svd_20,synopsis_svd_21,synopsis_svd_22,synopsis_svd_23,synopsis_svd_24,synopsis_svd_25,synopsis_svd_26,synopsis_svd_27,synopsis_svd_28,synopsis_svd_29,synopsis_svd_30,synopsis_svd_31,synopsis_svd_32,synopsis_svd_33,synopsis_svd_34,synopsis_svd_35,synopsis_svd_36,synopsis_svd_37,synopsis_svd_38,synopsis_svd_39,synopsis_svd_40,synopsis_svd_41,synopsis_svd_42,synopsis_svd_43,synopsis_svd_44,synopsis_svd_45,synopsis_svd_46,synopsis_svd_47,synopsis_svd_48,synopsis_svd_49",130,4859,15,False,100,42,0.12783040142102292
Edison-great,knn_all_available,5,0.5583462016033333,0.21750832008778126,0.564,0.21905213622295125,0.9045000000000001,0.21708525998098094,2.82,2.29,90.2,39.17,100,459,344.0,4515.0,344.0,complete_num_genres_synopsis_svd,"mean,popularity,watching,Action,Adult Cast,Adventure,Anthropomorphic,Avant Garde,Award Winning,Boys Love,CGDCT,Childcare,Combat Sports,Comedy,Crossdressing,Delinquents,Detective,Drama,Ecchi,Educational,Erotica,Fantasy,Gag Humor,Girls Love,Gore,Gourmet,Harem,High Stakes Game,Historical,Horror,Idols (Female),Idols (Male),Isekai,Iyashikei,Josei,Kids,Love Polygon,Love Status Quo,Magical Sex Shift,Mahou Shoujo,Martial Arts,Mecha,Medical,Military,Music,Mystery,Mythology,Organized Crime,Otaku Culture,Parody,Performing Arts,Pets,Psychological,Racing,Reincarnation,Reverse Harem,Romance,Samurai,School,Sci-Fi,Seinen,Shoujo,Shounen,Showbiz,Slice of Life,Space,Sports,Strategy Game,Super Power,Supernatural,Survival,Suspense,Team Sports,Time Travel,Urban Fantasy,Vampire,Video Game,Villainess,Visual Arts,Workplace,synopsis_svd_0,synopsis_svd_1,synopsis_svd_2,synopsis_svd_3,synopsis_svd_4,synopsis_svd_5,synopsis_svd_6,synopsis_svd_7,synopsis_svd_8,synopsis_svd_9,synopsis_svd_10,synopsis_svd_11,synopsis_svd_12,synopsis_svd_13,synopsis_svd_14,synopsis_svd_15,synopsis_svd_16,synopsis_svd_17,synopsis_svd_18,synopsis_svd_19,synopsis_svd_20,synopsis_svd_21,synopsis_svd_22,synopsis_svd_23,synopsis_svd_24,synopsis_svd_25,synopsis_svd_26,synopsis_svd_27,synopsis_svd_28,synopsis_svd_29,synopsis_svd_30,synopsis_svd_31,synopsis_svd_32,synopsis_svd_33,synopsis_svd_34,synopsis_svd_35,synopsis_svd_36,synopsis_svd_37,synopsis_svd_38,synopsis_svd_39,synopsis_svd_40,synopsis_svd_41,synopsis_svd_42,synopsis_svd_43,synopsis_svd_44,synopsis_svd_45,synopsis_svd_46,synopsis_svd_47,synopsis_svd_48,synopsis_svd_49",130,4859,15,False,100,42,0.12783040142102292
MeloniaShaby,knn_all_available,5,0.5224607377114885,0.1805373750208764,0.516,0.16125768324033554,0.9056666666666666,0.2300053676238937,2.58,2.24,45.98,25.59,100,220,165.0,4694.0,165.0,complete_num_genres_synopsis_svd,"mean,popularity,watching,Action,Adult Cast,Adventure,Anthropomorphic,Avant Garde,Award Winning,Boys Love,CGDCT,Childcare,Combat Sports,Comedy,Crossdressing,Delinquents,Detective,Drama,Ecchi,Educational,Erotica,Fantasy,Gag Humor,Girls Love,Gore,Gourmet,Harem,High Stakes Game,Historical,Horror,Idols (Female),Idols (Male),Isekai,Iyashikei,Josei,Kids,Love Polygon,Love Status Quo,Magical Sex Shift,Mahou Shoujo,Martial Arts,Mecha,Medical,Military,Music,Mystery,Mythology,Organized Crime,Otaku Culture,Parody,Performing Arts,Pets,Psychological,Racing,Reincarnation,Reverse Harem,Romance,Samurai,School,Sci-Fi,Seinen,Shoujo,Shounen,Showbiz,Slice of Life,Space,Sports,Strategy Game,Super Power,Supernatural,Survival,Suspense,Team Sports,Time Travel,Urban Fantasy,Vampire,Video Game,Villainess,Visual Arts,Workplace,synopsis_svd_0,synopsis_svd_1,synopsis_svd_2,synopsis_svd_3,synopsis_svd_4,synopsis_svd_5,synopsis_svd_6,synopsis_svd_7,synopsis_svd_8,synopsis_svd_9,synopsis_svd_10,synopsis_svd_11,synopsis_svd_12,synopsis_svd_13,synopsis_svd_14,synopsis_svd_15,synopsis_svd_16,synopsis_svd_17,synopsis_svd_18,synopsis_svd_19,synopsis_svd_20,synopsis_svd_21,synopsis_svd_22,synopsis_svd_23,synopsis_svd_24,synopsis_svd_25,synopsis_svd_26,synopsis_svd_27,synopsis_svd_28,synopsis_svd_29,synopsis_svd_30,synopsis_svd_31,synopsis_svd_32,synopsis_svd_33,synopsis_svd_34,synopsis_svd_35,synopsis_svd_36,synopsis_svd_37,synopsis_svd_38,synopsis_svd_39,synopsis_svd_40,synopsis_svd_41,synopsis_svd_42,synopsis_svd_43,synopsis_svd_44,synopsis_svd_45,synopsis_svd_46,synopsis_svd_47,synopsis_svd_48,synopsis_svd_49",130,4859,15,False,100,42,0.12783040142102292
xF0x,knn_all_available,5,0.5199994410279924,0.23285795710498622,0.462,0.23901312250015208,0.912,0.2727636339397171,2.31,2.09,20.45,12.71,100,135,101.0,4758.0,101.0,complete_num_genres_synopsis_svd,"mean,popularity,watching,Action,Adult Cast,Adventure,Anthropomorphic,Avant Garde,Award Winning,Boys Love,CGDCT,Childcare,Combat Sports,Comedy,Crossdressing,Delinquents,Detective,Drama,Ecchi,Educational,Erotica,Fantasy,Gag Humor,Girls Love,Gore,Gourmet,Harem,High Stakes Game,Historical,Horror,Idols (Female),Idols (Male),Isekai,Iyashikei,Josei,Kids,Love Polygon,Love Status Quo,Magical Sex Shift,Mahou Shoujo,Martial Arts,Mecha,Medical,Military,Music,Mystery,Mythology,Organized Crime,Otaku Culture,Parody,Performing Arts,Pets,Psychological,Racing,Reincarnation,Reverse Harem,Romance,Samurai,School,Sci-Fi,Seinen,Shoujo,Shounen,Showbiz,Slice of Life,Space,Sports,Strategy Game,Super Power,Supernatural,Survival,Suspense,Team Sports,Time Travel,Urban Fantasy,Vampire,Video Game,Villainess,Visual Arts,Workplace,synopsis_svd_0,synopsis_svd_1,synopsis_svd_2,synopsis_svd_3,synopsis_svd_4,synopsis_svd_5,synopsis_svd_6,synopsis_svd_7,synopsis_svd_8,synopsis_svd_9,synopsis_svd_10,synopsis_svd_11,synopsis_svd_12,synopsis_svd_13,synopsis_svd_14,synopsis_svd_15,synopsis_svd_16,synopsis_svd_17,synopsis_svd_18,synopsis_svd_19,synopsis_svd_20,synopsis_svd_21,synopsis_svd_22,synopsis_svd_23,synopsis_svd_24,synopsis_svd_25,synopsis_svd_26,synopsis_svd_27,synopsis_svd_28,synopsis_svd_29,synopsis_svd_30,synopsis_svd_31,synopsis_svd_32,synopsis_svd_33,synopsis_svd_34,synopsis_svd_35,synopsis_svd_36,synopsis_svd_37,synopsis_svd_38,synopsis_svd_39,synopsis_svd_40,synopsis_svd_41,synopsis_svd_42,synopsis_svd_43,synopsis_svd_44,synopsis_svd_45,synopsis_svd_46,synopsis_svd_47,synopsis_svd_48,synopsis_svd_49",130,4859,15,False,100,42,0.12783040142102292
DanteNani2004,bayesian_ridge,5,0.48426995052887284,0.22362023365572267,0.45799999999999996,0.20752509888364512,0.8029999999999999,0.31200610802965295,2.29,2.02,17.19,8.18,100,75,56.0,4803.0,,complete_num_genres_synopsis_svd,"mean,popularity,watching,Action,Adult Cast,Adventure,Anthropomorphic,Avant Garde,Award Winning,Boys Love,CGDCT,Childcare,Combat Sports,Comedy,Crossdressing,Delinquents,Detective,Drama,Ecchi,Educational,Erotica,Fantasy,Gag Humor,Girls Love,Gore,Gourmet,Harem,High Stakes Game,Historical,Horror,Idols (Female),Idols (Male),Isekai,Iyashikei,Josei,Kids,Love Polygon,Love Status Quo,Magical Sex Shift,Mahou Shoujo,Martial Arts,Mecha,Medical,Military,Music,Mystery,Mythology,Organized Crime,Otaku Culture,Parody,Performing Arts,Pets,Psychological,Racing,Reincarnation,Reverse Harem,Romance,Samurai,School,Sci-Fi,Seinen,Shoujo,Shounen,Showbiz,Slice of Life,Space,Sports,Strategy Game,Super Power,Supernatural,Survival,Suspense,Team Sports,Time Travel,Urban Fantasy,Vampire,Video Game,Villainess,Visual Arts,Workplace,synopsis_svd_0,synopsis_svd_1,synopsis_svd_2,synopsis_svd_3,synopsis_svd_4,synopsis_svd_5,synopsis_svd_6,synopsis_svd_7,synopsis_svd_8,synopsis_svd_9,synopsis_svd_10,synopsis_svd_11,synopsis_svd_12,synopsis_svd_13,synopsis_svd_14,synopsis_svd_15,synopsis_svd_16,synopsis_svd_17,synopsis_svd_18,synopsis_svd_19,synopsis_svd_20,synopsis_svd_21,synopsis_svd_22,synopsis_svd_23,synopsis_svd_24,synopsis_svd_25,synopsis_svd_26,synopsis_svd_27,synopsis_svd_28,synopsis_svd_29,synopsis_svd_30,synopsis_svd_31,synopsis_svd_32,synopsis_svd_33,synopsis_svd_34,synopsis_svd_35,synopsis_svd_36,synopsis_svd_37,synopsis_svd_38,synopsis_svd_39,synopsis_svd_40,synopsis_svd_41,synopsis_svd_42,synopsis_svd_43,synopsis_svd_44,synopsis_svd_45,synopsis_svd_46,synopsis_svd_47,synopsis_svd_48,synopsis_svd_49",130,4859,15,False,100,42,0.12783040142102292
yorkie_pro,knn_all_available,5,0.4713266291223993,0.22245391455959526,0.408,0.2163424147134362,0.8773333333333333,0.3092796017422941,2.04,1.84,32.46,18.08,100,187,140.0,4719.0,140.0,complete_num_genres_synopsis_svd,"mean,popularity,watching,Action,Adult Cast,Adventure,Anthropomorphic,Avant Garde,Award Winning,Boys Love,CGDCT,Childcare,Combat Sports,Comedy,Crossdressing,Delinquents,Detective,Drama,Ecchi,Educational,Erotica,Fantasy,Gag Humor,Girls Love,Gore,Gourmet,Harem,High Stakes Game,Historical,Horror,Idols (Female),Idols (Male),Isekai,Iyashikei,Josei,Kids,Love Polygon,Love Status Quo,Magical Sex Shift,Mahou Shoujo,Martial Arts,Mecha,Medical,Military,Music,Mystery,Mythology,Organized Crime,Otaku Culture,Parody,Performing Arts,Pets,Psychological,Racing,Reincarnation,Reverse Harem,Romance,Samurai,School,Sci-Fi,Seinen,Shoujo,Shounen,Showbiz,Slice of Life,Space,Sports,Strategy Game,Super Power,Supernatural,Survival,Suspense,Team Sports,Time Travel,Urban Fantasy,Vampire,Video Game,Villainess,Visual Arts,Workplace,synopsis_svd_0,synopsis_svd_1,synopsis_svd_2,synopsis_svd_3,synopsis_svd_4,synopsis_svd_5,synopsis_svd_6,synopsis_svd_7,synopsis_svd_8,synopsis_svd_9,synopsis_svd_10,synopsis_svd_11,synopsis_svd_12,synopsis_svd_13,synopsis_svd_14,synopsis_svd_15,synopsis_svd_16,synopsis_svd_17,synopsis_svd_18,synopsis_svd_19,synopsis_svd_20,synopsis_svd_21,synopsis_svd_22,synopsis_svd_23,synopsis_svd_24,synopsis_svd_25,synopsis_svd_26,synopsis_svd_27,synopsis_svd_28,synopsis_svd_29,synopsis_svd_30,synopsis_svd_31,synopsis_svd_32,synopsis_svd_33,synopsis_svd_34,synopsis_svd_35,synopsis_svd_36,synopsis_svd_37,synopsis_svd_38,synopsis_svd_39,synopsis_svd_40,synopsis_svd_41,synopsis_svd_42,synopsis_svd_43,synopsis_svd_44,synopsis_svd_45,synopsis_svd_46,synopsis_svd_47,synopsis_svd_48,synopsis_svd_49",130,4859,15,False,100,42,0.12783040142102292
